headline_url,headline_text,date_published,metadata_text,page_url
https://www.rcmp-grc.gc.ca/en/news/2020/man-arrested-connection-theft-boat-and-trailer,Man arrested in connection with theft of boat and trailer,2020-10-15T18:30:00Z,"October 15, 2020 — Dalhousie, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=9
https://www.rcmp-grc.gc.ca/en/news/2020/melita-rcmp-recover-drugs-and-firearm-search,Melita RCMP recover drugs and firearm during search,2020-10-15T18:30:00Z,"October 15, 2020 — RM of Brenda-Waskada, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=9
https://www.rcmp-grc.gc.ca/en/news/2020/digby-rcmp-investigates-fatal-collision,Digby RCMP investigates fatal collision,2020-10-15T17:30:00Z,"October 15, 2020 — Marshalltown, Digby County, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=9
https://www.rcmp-grc.gc.ca/en/news/2020/missing-17-year-old-boy-2,Missing 17-year-old boy,2020-10-15T16:30:00Z,"October 15, 2020 — Moncton, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-traffic-services-west-seizes-uninsured-atv-and-tickets-operator,RCMP Traffic Services West seizes uninsured ATV and tickets operator,2020-10-15T15:30:00Z,"October 15, 2020 — Deer Lake, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/jewelry-taken-break-enter-and-theft,"Jewelry taken in break, enter and theft",2020-10-15T15:30:00Z,"October 15, 2020 — St. Martins, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/traffic-stops-burgeo-and-heatherton-result-multiple-charges-and-seizures,Traffic stops in Burgeo and Heatherton result in multiple charges and seizures,2020-10-15T15:30:00Z,"October 15, 2020 — Stephenville, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/family-rescued-river,Family rescued from stream,2020-10-15T15:15:00Z,"October 15, 2020 — Saint-Léonard, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rocky-mountain-house-rcmp-lay-charges-shot-fired,Rocky Mountain House RCMP lay charges after shot fired,2020-10-15T13:45:00Z,"October 15, 2020 — Clearwater County, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/northern-arm-man-facing-multiple-charges-cannabis-and-hashish-seizure,Northern Arm man facing multiple charges following cannabis and hashish seizure,2020-10-15T13:45:00Z,"October 15, 2020 — Grand Falls-Windsor, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-investigating-break-and-enter-business-theft-side-sides-and-chainsaws,RCMP investigating break and enter into business; theft of side-by-sides and chainsaws,2020-10-15T13:30:00Z,"October 15, 2020 — Florenceville-Bristol, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/nova-scotia-rcmp-release-monthly-provincial-impaired-statistics-september-2020,Nova Scotia RCMP release monthly provincial impaired statistics for September 2020,2020-10-15T13:00:00Z,"October 15, 2020 — Dartmouth, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/gillams-man-arrested-prohibited-driving-and-is-facing-multiple-charges,Gillams man arrested for prohibited driving and is facing multiple charges,2020-10-15T12:45:00Z,"October 15, 2020 — Deer Lake, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/four-drivers-arrested-impaired-driving-the-weekend-kings-county,Four drivers arrested for impaired driving over the weekend in Kings County.,2020-10-15T12:45:00Z,"October 15, 2020 — Kings County, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/police-dog-training-happening-areas-throughout-st-johns-and-mount-pearl,Police dog training happening in areas throughout St. John's and Mount Pearl,2020-10-15T12:30:00Z,"October 15, 2020 — St. John's, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/portage-rcmp-rescue-and-arrest-break-and-enter-suspect,Portage RCMP rescue and arrest break and enter suspect,2020-10-15T12:30:00Z,"October 15, 2020 — Portage la Prairie, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/manitoba-rcmp-launches-trial-online-crime-reporting-system-non-emergency-incidents,Manitoba RCMP launches trial of online crime reporting system for non-emergency incidents,2020-10-15T12:00:00Z,"October 15, 2020 — Winnipeg, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/update-missing-man-located-safe-and-sound,Update: Missing man located safe and sound,2020-10-14T19:45:00Z,"October 14, 2020 — Yellowknife, Northwest Territories",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/nt-rcmp-and-fort-simpson-rcmp-remind-vehicle-owners-lock-vehicle,NT RCMP and Fort Simpson RCMP remind vehicle owners to lock vehicle,2020-10-14T19:15:00Z,"October 14, 2020 — Fort Simpson, Northwest Territories",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-investigating-theft-vehicle-0,RCMP investigating theft of vehicle,2020-10-14T18:00:00Z,"October 14, 2020 — Saint-André, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-investigates-threats-and-mischief,RCMP investigates threats and mischief,2020-10-14T17:15:00Z,"October 14, 2020 — Dartmouth, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/bay-roberts-and-harbour-grace-rcmp-removes-five-impaired-drivers-the-road-five-days,Bay Roberts and Harbour Grace RCMP removes five impaired drivers from the road in five days,2020-10-14T17:15:00Z,"October 14, 2020 — Bay Roberts and Harbour Grace, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/selkirk-rcmp-search-missing-male,Selkirk RCMP search for missing male,2020-10-14T17:00:00Z,"October 14, 2020 — Selkirk, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/nova-scotia-rcmp-release-monthly-provincial-stunting-statistics-september-2020,Nova Scotia RCMP release monthly provincial stunting statistics for September 2020,2020-10-14T15:15:00Z,"October 14, 2020 — Dartmouth, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/remains-found-roseau-river-identified-bud-paul,Remains found in Roseau River identified as Bud Paul,2020-10-14T14:30:00Z,"October 14, 2020 — Winnipeg, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-responding-multi-vehicle-collision-tch-foxtrap-access-road,RCMP responding to multi-vehicle collision on TCH near Foxtrap Access Road,2020-10-14T14:15:00Z,"October 14, 2020 — Holyrood, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/thompson-rcmp-investigate-careless-use-firearm,Thompson RCMP investigate careless use of firearm,2020-10-14T13:15:00Z,"October 14, 2020 — Thompson, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/have-seen-stolen-side-side-0,Have you seen this stolen side-by-side?,2020-10-14T13:00:00Z,"October 14, 2020 — Pokiok, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/busy-long-weekend-traffic-enforcement-prince-district-promote-safe-driving,Busy Long Weekend Traffic Enforcement in Prince District to promote safe driving,2020-10-14T13:00:00Z,"October 14, 2020 — Prince County, Prince Edward Island",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/money-mule-wanted-rcmp,Money mule wanted by RCMP,2020-10-14T12:30:00Z,"October 14, 2020 — Milton, Ontario",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/update-bible-hill-man-charged-fatal-single-vehicle-collision,Update: Bible Hill man charged in fatal single vehicle collision,2020-10-14T12:15:00Z,"October 14, 2020 — Oliver, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/traffic-services-west-arrests-impaired-driver-travelling-44-kmh-the-posted-speed-limit,Traffic Services West arrests impaired driver travelling 44 km/h above the posted speed limit,2020-10-14T12:00:00Z,"October 14, 2020 — Deer Lake, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/inverness-county-man-charged-sexual-assault-investigation,Inverness County man charged in sexual assault investigation,2020-10-14T11:45:00Z,"October 14, 2020 — Sugar Camp, Inverness County, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/missing-woman-located-4,Missing woman located,2020-10-14T01:00:00Z,"October 13, 2020 — Whitehorse, Yukon",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/missing-man-located-1,Missing man located,2020-10-13T21:00:00Z,"October 13, 2020 — Whitehorse, Yukon",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/yellowknife-rcmp-seize-alcohol-destined-a-prohibited-community,Yellowknife RCMP seize alcohol destined to a prohibited community,2020-10-13T21:00:00Z,"October 13, 2020 — Yellowknife, Northwest Territories",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/yellowknife-rcmp-coordinate-search-and-rescue-operation-locate-overdue-boater,Yellowknife RCMP coordinate search and rescue operation to locate overdue boater,2020-10-13T20:00:00Z,"October 13, 2020 — Yellowknife, Northwest Territories",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-investigating-stolen-side-side,RCMP investigating stolen side-by-side,2020-10-13T19:30:00Z,"October 13, 2020 — Belledune, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/alberta-rcmp-promotes-traffic-safety-support-operationimpact2020-thanksgiving-weekend,Alberta RCMP promotes traffic safety in support of #OperationImpact2020 over Thanksgiving weekend,2020-10-13T19:15:00Z,"October 13, 2020 — Edmonton, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/35-kilograms-heroin-seized,3.5 kilograms of heroin seized,2020-10-13T19:15:00Z,"October 13, 2020 — Shediac River, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-investigating-theft-tools,RCMP investigating theft of tools,2020-10-13T19:00:00Z,"October 13, 2020 — Drummond, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/13-year-old-cyclist-dies-collision,13-year-old cyclist dies following collision,2020-10-13T18:45:00Z,"October 13, 2020 — Cap-Pelé, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-release-surveillance-photos-bank-robbery-suspect,RCMP release surveillance photos of bank robbery suspect,2020-10-13T18:30:00Z,"October 13, 2020 — Moncton, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/selkirk-rcmp-investigate-fatal-single-vehicle-collision,Selkirk RCMP investigate fatal single-vehicle collision,2020-10-13T18:15:00Z,"October 13, 2020 — Selkirk, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/51-year-old-man-dies-atv-collision-bear,51-year-old man dies following ATV collision with bear,2020-10-13T18:00:00Z,"October 13, 2020 — Napan, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/pembina-valley-rcmp-respond-fatal-atv-rollover,Pembina Valley RCMP respond to fatal ATV rollover,2020-10-13T16:00:00Z,"October 13, 2020 — RM of Dufferin, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/portage-prairie-rcmp-respond-male-firearm,Portage la Prairie RCMP respond to male with firearm,2020-10-13T15:15:00Z,"October 13, 2020 — Portage la Prairie, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/two-arrested-drug-trafficking-investigation,Two arrested in drug trafficking investigation,2020-10-13T14:45:00Z,"October 13, 2020 — Amherst, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/wood-buffalo-rcmp-drug-investigation-leads-charges,Wood Buffalo RCMP drug investigation leads to charges,2020-10-13T13:45:00Z,"October 13, 2020 — Fort McMurray, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/lloydminster-rcmp-conducts-warrant-initiative,Lloydminster RCMP conducts warrant initiative,2020-10-13T13:45:00Z,"October 13, 2020 — Lloydminster, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/yorkton-rcmp-detachment-temporarily-restricts-public-access-non-emergency-requests-service,Update: Yorkton RCMP Detachment will lift the restrictions to public access for non- emergency matters,2020-10-13T13:15:00Z,"October 13, 2020 — Yorkton, Saskatchewan",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/missing-59-year-old-woman-located-safe,Missing 59-year-old woman located safe,2020-10-12T13:15:00Z,"October 12, 2020 — Riverview, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/missing-59-year-old-woman-0,Missing 59-year-old woman,2020-10-11T12:45:00Z,"October 11, 2020 — Riverview, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=10
https://www.rcmp-grc.gc.ca/en/news/2020/windsor-rcmp-scene-a-serious-motorcycle-crash,Windsor RCMP on scene of a serious motorcycle crash,2020-10-11T12:30:00Z,"October 11, 2020 — Mount Denson, Hants County, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/16-year-old-boy-dies-farming-accident,16-year-old boy dies following farming accident,2020-10-10T18:15:00Z,"October 10, 2020 — Little Ridge, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/missing-person-found-deceased-4,Missing person found deceased,2020-10-10T11:45:00Z,"October 10, 2020 — Cole Harbour, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/a-statement-deputy-commissioner-curtis-zablocki-commanding-officer-the-alberta-rcmp-1,"A Statement from Deputy Commissioner Curtis Zablocki, Commanding Officer of the Alberta RCMP",2020-10-09T20:45:00Z,"October 9, 2020 — Edmonton, Alberta Statement",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/individual-fined-violating-emergency-management-act,Individual fined for violating Emergency Management Act,2020-10-09T20:30:00Z,"October 9, 2020 — Wolfville, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/drive-responsibly-arrive-safely-long-weekend,Drive responsibly to arrive safely this long weekend,2020-10-09T19:00:00Z,"October 9, 2020 — Dartmouth, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/ile-a-crosse-rcmp-restricted-access-detachment-buildings,Ile a la Crosse RCMP – Restricted access to detachment buildings,2020-10-09T18:15:00Z,"October 9, 2020 — Ile a la Crosse, Saskatchewan",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/missing-man-located-deceased-2,Missing man located deceased,2020-10-09T18:00:00Z,"October 9, 2020 — Whitehorse, Yukon",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/powerview-rcmp-investigate-break-and-enter,Powerview RCMP investigate break and enter,2020-10-09T18:00:00Z,"October 9, 2020 — Powerview, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/man-dies-vehicle-collision-pedestrian,Man dies following vehicle collision with pedestrian,2020-10-09T17:15:00Z,"October 9, 2020 — Lepreau, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/bay-st-george-investigates-theft-atv-residence-shallop-cove,Bay St. George RCMP investigates theft of ATV from residence in Shallop Cove,2020-10-09T17:15:00Z,"October 9, 2020 — Stephenville, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/four-people-arrested-drugs-and-firearms-seized,"Four people arrested, drugs and firearms seized",2020-10-09T17:00:00Z,"October 9, 2020 — Prince William, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-nl-lays-charges-hit-and-run-left-man-seriously-injured-sheshatshiu,RCMP NL lays charges following hit and run that left man seriously injured in Sheshatshiu,2020-10-09T17:00:00Z,"October 9, 2020 — Sheshatshiu, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/operation-impact-2020-the-northwest-territories-safety-doesnt-happen-accident,Operation Impact 2020 in the Northwest Territories: Safety doesn't happen by accident!,2020-10-09T15:15:00Z,"October 9, 2020 — Yellowknife, Northwest Territories",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/man-charged-possession-illicit-cannabis-a-traffic-stop-happy-valley-goose-bay,Man charged with possession of illicit cannabis at a traffic stop outside of Happy Valley-Goose Bay,2020-10-09T14:45:00Z,"October 9, 2020 — Happy Valley-Goose Bay, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/man-charged-armed-robbery-a-business,Man charged for Armed Robbery of a business,2020-10-09T13:00:00Z,"October 9, 2020 — Lunenburg, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/alberta-rcmp-is-working-keep-roads-safe-thanksgiving-operationimpact2020,Alberta RCMP is working to keep roads safe this Thanksgiving through #OperationImpact2020,2020-10-09T13:00:00Z,"October 9, 2020 — Edmonton, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-investigating-theft-terrain-vehicle-and-propane-cooktop,RCMP investigating theft of all-terrain vehicle and propane cooktop,2020-10-09T12:30:00Z,"October 9, 2020 — Saint-Basile Parish, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/alberta-rcmp-signs-mou-frog-lake-first-nation-ceremony,Alberta RCMP Signs MOU at Frog Lake First Nation Ceremony,2020-10-08T20:30:00Z,"October 8, 2020 — Frog Lake, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/deschambault-lake-rcmp-southend-rcmp-and-pelican-narrows-rcmp-restricted-access-detachment,"Deschambault Lake RCMP, Southend RCMP and Pelican Narrows RCMP – Restricted access to detachment buildings",2020-10-08T19:30:00Z,"October 8, 2020 — Deschambault Lake, Southend, Pelican Narrows, Saskatchewan",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-recover-stolen-property-including-tools-firearms-and-atvs,"RCMP recover stolen property, including tools, firearms and ATVs",2020-10-08T19:15:00Z,"October 8, 2020 — Centreville, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/man-charged-attempted-murder-connection-november-shooting,Man charged with attempted murder in connection with November shooting,2020-10-08T19:00:00Z,"October 8, 2020 — Dieppe, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/thompson-rcmp-seize-large-amount-cash-traffic-stop,Thompson RCMP seize large amount of cash during traffic stop,2020-10-08T18:30:00Z,"October 8, 2020 — Thompsom, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/queens-district-check-stops-wednesday-october-7th-nets-numerous-tickets-drivers,"Queens District check stops of Wednesday, October 7th nets numerous tickets to drivers",2020-10-08T18:15:00Z,"October 8, 2020 — Queens County, Prince Edward Island",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/bonavista-rcmp-investigates-break-and-enter-red-circle-convenience-two-people-face-charges,"Bonavista RCMP investigates break and enter at Red Circle Convenience, two people face charges",2020-10-08T18:15:00Z,"October 8, 2020 — Bonavista, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-traffic-services-west-continues-enforce-high-speeders-drivers-ticketed-and-cars,RCMP Traffic Services West continues to enforce high speeders; drivers ticketed and cars seized,2020-10-08T18:00:00Z,"October 8, 2020 — Deer Lake, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-warn-fraudulent-kijiji-ads,RCMP warn of fraudulent Kijiji ads,2020-10-08T17:45:00Z,"October 8, 2020 — Prince, Queens and Kings Counties, Prince Edward Island",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/dauphin-rcmp-respond-shots-fired-residence,Dauphin RCMP respond to shots fired at residence,2020-10-08T16:45:00Z,"October 8, 2020 — Dauphin, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/blackfalds-rcmp-investigation-lacombe-county-cpo-officer-being-rammed-results-charges,Blackfalds RCMP investigation into Lacombe County CPO Officer being rammed results in charges,2020-10-08T16:30:00Z,"October 8, 2020 — Lacombe County, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/portage-prairie-rcmp-respond-shots-fired,Portage la Prairie RCMP respond to shots fired,2020-10-08T14:45:00Z,"October 8, 2020 — Portage la Prairie, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/saskatchewan-internet-child-exploitation-unit-charge-adult-male,Saskatchewan Internet Child Exploitation Unit charge adult male,2020-10-08T14:30:00Z,"October 8, 2020 — Redvers, Saskatchewan",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/traffic-stop-leads-drug-charges,Traffic stop leads to drug charges,2020-10-08T14:15:00Z,"October 8, 2020 — Wolfville Ridge, Nova Scotia",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/gander-rcmp-investigates-hit-and-run-pedestrian-motor-vehicle-collision,Gander RCMP investigates hit and run pedestrian motor vehicle collision,2020-10-08T13:45:00Z,"October 8, 2020 — Gander, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/scammers-continue-target-new-brunswick-residents,Scammers continue to target New Brunswick residents,2020-10-08T13:45:00Z,"October 8, 2020 — Fredericton, New Brunswick",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/troop-17-2020-scholarship-winners,Troop 17 2020 Scholarship winners,2020-10-08T13:00:00Z,"October 8, 2020 — Ottawa, Ontario National",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/joint-patrols-road-vehicle-safety-and-compliance,Joint Patrols for Off Road Vehicle Safety and Compliance,2020-10-08T12:00:00Z,"October 8, 2020 — Prince County, Prince Edward Island",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-and-rnc-traffic-units-lay-80-charges-and-seize-seven-vehicles,RCMP and RNC Traffic Units lay over 80 charges and seize seven vehicles,2020-10-08T11:45:00Z,"October 8, 2020 — Holyrood, Newfoundland and Labrador",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rcmp-requesting-information-beaver-creek-incident,RCMP requesting information in Beaver Creek incident,2020-10-07T22:30:00Z,"October 7, 2020 — Beaver Creek, Yukon",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/death-male-recently-fort-macleod-rcmp-custody-investigation,Death of male recently in Fort Macleod RCMP custody under investigation,2020-10-07T22:15:00Z,"October 7, 2020 — Fort Macleod, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/yukon-rcmp-arrest-and-charge-man-assault,Yukon RCMP arrest and charge man for assault,2020-10-07T21:45:00Z,"October 7, 2020 — Whitehorse, Yukon",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/slave-lake-rcmp-investigate-an-attempted-theft,Slave Lake RCMP investigate an attempted theft,2020-10-07T21:15:00Z,"October 7, 2020 — Slave Lake, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/alberta-rcmp-statement-police-response-racism-demonstration,Alberta RCMP Statement: Police response to anti-racism demonstration,2020-10-07T21:00:00Z,"October 7, 2020 — Edmonton, Alberta Statement",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/red-deer-rcmp-asking-witnesses-alleged-assault-demonstration-update,Red Deer RCMP asking for witnesses regarding alleged assault at demonstration – Update,2020-10-07T20:45:00Z,"October 7, 2020 — Red Deer, Alberta",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/manitoba-rcmp-respond-fatal-collision,Manitoba RCMP respond to fatal collision,2020-10-07T19:30:00Z,"October 7, 2020 — RM of West St. Paul, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/saskatchewan-rcmp-launch-youth-advisory-committee,Saskatchewan RCMP Launch Youth Advisory Committee,2020-10-07T18:30:00Z,"October 7, 2020 — Saskatchewan, Saskatchewan",https://www.rcmp-grc.gc.ca/en/news?page=11
https://www.rcmp-grc.gc.ca/en/news/2020/rossburn-rcmp-arrest-impaired-driver-while-out-patrol,Rossburn RCMP arrest impaired driver while out on patrol,2020-10-07T18:15:00Z,"October 7, 2020 — Rossburn, Manitoba",https://www.rcmp-grc.gc.ca/en/news?page=11
